name_res,kind_res,address,promotion,star,number_rating,status,open_time,cost_res,store_url
Cơm Rang Gà Sốt 30K - Mỹ Đình,"Yêu thích
QUÁN ĂN -Chi nhánh","14 Ngõ 20 Mỹ Đình, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Giảm món,4.5,999+,Mở cửa,08:00 - 23:59,30.000 - 35.000,https://shopeefood.vn/ha-noi/com-rang-ga-sot-30k-my-dinh
Như Mây - Bánh Đa Trộn,"Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","38 Phố Thọ Lão, P. Đống Mác, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,15.000 - 30.000,https://shopeefood.vn/ha-noi/nhu-may-banh-da-tron
Hoàng Huệ - Cơm Rang & Bún Bò Trộn - Chùa Láng,QUÁN ĂN -Chi nhánh,"14/22 Ngõ 185 Chùa Láng, Đống Đa, Hà Nội",Giảm món,4.5,999+,Mở cửa,09:30 - 23:59,12.000 - 60.000,https://shopeefood.vn/ha-noi/hoang-hue-com-rang-bun-bo-tron-chua-lang
Hoa Béo - Nem Nướng Ninh Hoà - Xa La,QUÁN ĂN -Chi nhánh,"31B Xa La, P. Phúc La, Hà Đông, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 40.000,https://shopeefood.vn/ha-noi/hoa-beo-nem-nuong-nha-trang-xa-la
Cơm Văn Phòng & Cơm Niêu Hợp Tác Xã - Hồng Hà,"Yêu thích
QUÁN ĂN -Chi nhánh","535 Hồng Hà, P. Phúc Tân, Hoàn Kiếm, Hà Nội",Giảm món,4.5,999+,Mở cửa,08:38 - 23:55,30.000 - 60.000,https://shopeefood.vn/ha-noi/com-van-phong-com-nieu-hop-tac-xa-hong-ha
A-Phú - Mì Trộn Indomie & Ăn Vặt - Nguyễn Đức Cảnh,"Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","19 Ngõ 22 Nguyễn Đức Cảnh, P. Tân Mai, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Mở cửa,08:00 - 23:00,10.000 - 30.000,https://shopeefood.vn/ha-noi/a-phu-mi-tron-indomie-an-vat-nguyen-duc-canh
Quán 65 - Cơm Văn Phòng - Nguyễn Trãi,QUÁN ĂN -Chi nhánh,"42 Ngõ 72 Nguyễn Trãi, Thanh Xuân, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 60.000,https://shopeefood.vn/ha-noi/quan-65-com-van-phong-nguyen-trai
Đức Food - Mì Trộn Indomie - Ngõ 95 Chùa Bộc,"Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","110 Ngõ 95 Chùa Bộc, Đống Đa, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 00:55 | 07:00 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/duc-food-mi-tron-indomie-ngo-95-chua-boc
Cơm 3 Miền - Cơm Văn Phòng - Nguyễn Khang,"Yêu thích
QUÁN ĂN -Chi nhánh","66 Ngõ 381 Nguyễn Khang, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 70.000,https://shopeefood.vn/ha-noi/com-3-mien-com-van-phong-nguyen-khang
"Dương Dương - Lẩu Tokbokki, Mỳ Cay, Trà Chanh & Trà Tắc Online - Đồng Me",QUÁN ĂN -Chi nhánh,"Số Nhà 46 Ngõ 32 Đồng Me, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,500+,Mở cửa,00:00 - 02:00 | 11:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/duong-duong-lau-tokbokki-my-cay-tra-chanh-tra-tac-online-dong-me
"HN - Bún Bò Huế, Phở, Cơm Mì Xào - Nguyễn Văn Cừ",ĂN VẶT/VỈA HÈ -Chi nhánh,"433 Nguyễn Văn Cừ, P. Ngọc Lâm, Long Biên, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,12.000 - 60.000,https://shopeefood.vn/ha-noi/hn-bun-bo-hue-pho-com-mi-xao-nguyen-van-cu
Duy Food - Mì Trộn Indomie,"Yêu thích
QUÁN ĂN -Chi nhánh","60 Ngõ 19 Trần Quang Diệu, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 23:59,25.000 - 32.000,https://shopeefood.vn/ha-noi/duy-food-mi-tron-indomie
BUMTRO - Bún Trộn Nam Bộ - Bạch Mai,"Yêu thích
QUÁN ĂN -Chi nhánh","6 Ngách 4 Ngõ Hậu Khuông, Bạch Mai, P. Bạch Mai, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 60.000,https://shopeefood.vn/ha-noi/bumtro-bun-tron-nam-bo-bach-mai
Cuốn Xưa - Phở Cuốn Hà Thành - Tân Mai,QUÁN ĂN -Chi nhánh,"32 ngõ 223 Tân Mai, P. Tân Mai, Hoàng Mai, Hà Nội",Giảm món,4.5,100+,Mở cửa,08:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/cuon-xua-pho-cuon-ha-thanh-tan-mai
Bom Bốp - Bún Đậu Mơ,"Yêu thích
QUÁN ĂN -Chi nhánh","27 Ngõ 1 Nguyễn Thị Định, P. Trung Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 50.000,https://shopeefood.vn/ha-noi/bom-bop-bun-dau-mo
Trà Sữa Bobapop - 59 Trần Quốc Vượng,"Yêu thích
QUÁN ĂN -Chi nhánh","59 Trần Quốc Vượng, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm hết 20%,4.5,100+,Mở cửa,08:00 - 23:00,23.000 - 55.000,https://shopeefood.vn/ha-noi/tra-sua-bobapop-59-tran-quoc-vuong
Quán Ngon 286 - Bún Trộn Nam Bộ - Giáp Bát,QUÁN ĂN -Chi nhánh,"245 Giáp Bát, P. Giáp Bát, Hoàng Mai, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,40.000 - 50.000,https://shopeefood.vn/ha-noi/quan-ngon-286-bun-tron-nam-bo-giap-bat
Gà Rán Việt,QUÁN ĂN,"14 Hồng Mai, P. Bạch Mai, Hai Bà Trưng, Hà Nội",Giảm món,4.5,50+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ga-ran-viet
Tiệm Mì Tươi Ramen2go,"Yêu thích
QUÁN ĂN -Chi nhánh","94 Phố Trần Tử Bình, Khu Tập Thể Nghĩa Tân, P. Nghĩa Tân, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,55.000 - 60.000,https://shopeefood.vn/ha-noi/tiem-mi-tuoi-ramen2go
Trà Sữa Miutea - Phố Xốm,CAFÉ/DESSERT -Chi nhánh,"187 Phố Xốm, P. Phú Lãm, Hà Đông, Hà Nội",Giảm món,4.5,999+,Mở cửa,09:00 - 23:59,15.000 - 30.000,https://shopeefood.vn/ha-noi/tra-sua-miutea-pho-xom
Gà Tươi Mạnh Hoạch - Xuân La,QUÁN ĂN -Chi nhánh,"Lô 6N1 Ngõ 40 Xuân La, P. Xuân Tảo, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,35.000 - 280.000,https://shopeefood.vn/ha-noi/ga-tuoi-manh-hoach-xuan-la
"Tiệm Trà Chè Sky - Mì Trộn Indomie, Trà Mãng Cầu, Trà Chanh - Thượng Đình","Yêu thích
CAFÉ/DESSERT -Chi nhánh","6 Thượng Đình, P. Thượng Đình, Thanh Xuân, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 23:59,10.000 - 60.000,https://shopeefood.vn/ha-noi/tiem-tra-che-sky-mi-tron-indomie-tra-mang-cau-tra-chanh-thuong-dinh
Bami King - Bánh Mì Bò Nướng & Cơm Thố - An Trạch,"Yêu thích
QUÁN ĂN -Chi nhánh","116 An Trạch, P. Cát Linh, Đống Đa, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,15.000 - 50.000,https://shopeefood.vn/ha-noi/bami-king-banh-mi-bo-nuong-com-tho-an-trach
Tiger Sugar - Vũ Trọng Phụng,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","3 Ngõ 98 Vũ Trọng Phụng, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",Flash Sale,4.5,999+,Mở cửa,08:00 - 23:30,15.000 - 50.000,https://shopeefood.vn/ha-noi/tiger-sugar-vu-trong-phung
Sushi Garden,QUÁN ĂN -Chi nhánh,"310 Nguyễn Trãi, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,50.000 - 150.000,https://shopeefood.vn/ha-noi/sushi-garden
Ốc Nguyễn - Đê La Thành,QUÁN ĂN -Chi nhánh,"683 Đê La Thành, P. Thành Công, Ba Đình, Hà Nội",Flash Sale,4.5,50+,Mở cửa,15:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/oc-nguyen-de-la-thanh
"Hadu Y - Gà Rán, Pizza & Trà Sữa","Yêu thích
QUÁN ĂN -Chi nhánh","288 Xuân Đỉnh, P. Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 23:59,22.000 - 50.000,https://shopeefood.vn/ha-noi/hadu-y-ga-ran-pizza-tra-sua
LATU Quán - Nem Nướng Nha Trang - Yên Phúc,"Yêu thích
QUÁN ĂN","21d7 Khu Giãn Dân Yên Phúc, P. Phúc La, Hà Đông, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,20.000 - 95.000,https://shopeefood.vn/ha-noi/latu-quan-nem-nuong-nha-trang-yen-phuc
Cơm Sốt hiMC - Cơm Sườn Tê Cay & Cơm Gà - Nguyễn Văn Trỗi,"Yêu thích
QUÁN ĂN -Chi nhánh","70 Ngõ 12 Nguyễn Văn Trỗi, P. Phương Liệt, Thanh Xuân, Hà Nội",Flash Sale,4.5,100+,Mở cửa,09:30 - 23:00,0 - 0,https://shopeefood.vn/ha-noi/com-sot-himc-com-suon-te-cay-com-ga-nguyen-van-troi
GÀ RÁN & BURGER GONGFU CHICKEN - 521 Nguyễn Trãi,"Yêu thích
QUÁN ĂN -Chi nhánh","521 Nguyễn Trãi, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/ga-ran-burger-gongfu-chicken-521-nguyen-trai
Trà Sữa Gong Cha - 貢茶 - Hoàng Đạo Thúy,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","Tầng 1, 34T Hoàng Đạo Thúy, P. Trung Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 70.000,https://shopeefood.vn/ha-noi/tra-sua-gong-cha-hoang-dao-thuy
"Le Pain Lee - Burger, Gà Rán & Cơm Gà - Nguyễn Xiển","Yêu thích
QUÁN ĂN -Chi nhánh","65 Ngõ 161 Nguyễn Xiển, P. Hạ Đình, Thanh Xuân, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/le-pain-lee-burger-ga-ran-com-ga-nguyen-xien
Gà Rán & Pizza 99,SHOP ONLINE -Chi nhánh,"10 Ngõ 38 Khúc Thừa Dụ, P. Dịch Vọng, Cầu Giấy, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/ga-ran-pizza-99
Bánh Mì Tuhu Bread - Phố Nguyễn Sơn,"Yêu thích
TIỆM BÁNH -Chi nhánh","99 Phố Nguyễn Sơn, P. Ngọc Lâm, Long Biên, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 30.000,https://shopeefood.vn/ha-noi/banh-mi-tuhu-bread-pho-nguyen-son
Yên Đàm - Trà Sữa Thảo Dược,QUÁN ĂN -Chi nhánh,"186 Xuân Đỉnh, P. Xuân Đỉnh, Tây Hồ, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/yen-dam-tra-sua-thao-duoc
Chè Bưởi Tư Đỉnh - Lương Thế Vinh,QUÁN ĂN -Chi nhánh,"68 Lương Thế Vinh, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Flash Sale,4.5,999+,Mở cửa,10:00 - 23:30,15.000 - 40.000,https://shopeefood.vn/ha-noi/che-buoi-tu-dinh-luong-the-vinh
Maru Korean - Tiệm Đồ Ăn Hàn Quốc & Trà Sữa - Lê Đại Hành,"Yêu thích
QUÁN ĂN -Chi nhánh","25 Lê Đại Hành, P. Lê Đại Hành, Hai Bà Trưng, Hà Nội",Giảm hết 5%,4.5,999+,Đóng cửa,,25.000 - 50.000,https://shopeefood.vn/ha-noi/maru-korean-tiem-do-an-han-quoc-tra-sua-le-dai-hanh
Mỳ Cay Ngõ - Đồng Me,"Yêu thích
SHOP ONLINE -Chi nhánh","Số 46 Ngõ 32 Đồng Me, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,100+,Mở cửa,00:00 - 02:00 | 11:00 - 23:59,12.000 - 120.000,https://shopeefood.vn/ha-noi/my-cay-ngo-dong-me
Gà Rán Popeyes - Trần Quốc Hoàn,QUÁN ĂN -Chi nhánh,"69 Trần Quốc Hoàn, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,50.000 - 165.000,https://shopeefood.vn/ha-noi/ga-ran-popeyes-tran-quoc-hoan
Đức Food - Mì Trộn Indomie Online - Kim Giang,"Yêu thích
SHOP ONLINE -Chi nhánh","10 Ngõ 282 Kim Giang, Hoàng Mai, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 23:59,15.000 - 32.000,https://shopeefood.vn/ha-noi/duc-food-mi-tron-indomie-online-kim-giang
Trung Nguyên Legend - Hoàng Đạo Thúy,CAFÉ/DESSERT -Chi nhánh,"17T2 - 17T3 Hoàng Đạo Thúy, P. Trung Hòa, Cầu Giấy, Hà Nội",Giảm món,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/trung-nguyen-legend-hoang-dao-thuy
Bò Nầm Nướng Binbon - Nguyễn Trãi,"Yêu thích
QUÁN ĂN","4-F5B ngõ 330 Nguyễn Trãi, Thanh Xuân, Hà Nội",Flash Sale,4.5,100+,Mở cửa,10:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bo-nam-nuong-binbon-nguyen-trai
Mì Chua Cay Tim Cật - 4I,QUÁN ĂN -Chi nhánh,"145 Lương Thế Vinh, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Flash Sale,4.5,100+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/mi-chua-cay-tim-cat-4i
"Highlands Coffee - Trà, Cà Phê & Bánh - Imperia Garden",CAFÉ/DESSERT -Chi nhánh,"Imperia Garden, 203 Nguyễn Huy Tưởng, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,19.000 - 59.000,https://shopeefood.vn/ha-noi/highlands-coffee-tra-ca-phe-banh-imperia-garden
Cô Tám - Cơm Rang & Cơm Tấm - 126 Hồng Mai,"Yêu thích
QUÁN ĂN -Chi nhánh","126 Hồng Mai, Hai Bà Trưng, Hà Nội",Flash Sale,4.5,999+,Mở cửa,09:00 - 22:55,10.000 - 59.000,https://shopeefood.vn/ha-noi/co-tam-com-rang-an-vat-126-hong-mai
Vinamilk - Giấc Mơ Sữa Việt - Định Công Thượng - AC10091,SHOP/CỬA HÀNG -Chi nhánh,"01E Định Công Thượng, P. Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,20.000 - 5.000.000,https://shopeefood.vn/ha-noi/vinamilk-giac-mo-sua-viet-dinh-cong-thuong-ac10091
Quang Tèo Food - Mì Trộn Indomie - Chợ Khâm Thiên,"Yêu thích
ĂN VẶT/VỈA HÈ","Số 49 Ngõ 165 Chợ Khâm Thiên (Đối Diện UBND Phường Trung Phụng), Đống Đa, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 02:55 | 06:59 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/quang-teo-food-mi-tron-indomie-cho-kham-thien
Cơm Thố Anh Nguyễn - Bán Đảo Linh Đàm,"Yêu thích
QUÁN ĂN -Chi nhánh","Toà Nhà Nơ 6B, Đường Nguyễn Duy Trinh, Bán Đảo Linh Đàm, P. Hoàng Liệt, Hoàng Mai, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/com-tho-anh-nguyen-ban-dao-linh-dam
Cháo Lòng Phương Linh,"Yêu thích
QUÁN ĂN -Chi nhánh","4 Ngõ 67 Phùng Khoang, P. Trung Văn, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,999+,Mở cửa,07:35 - 13:45 | 18:19 - 23:45,25.000 - 220.000,https://shopeefood.vn/ha-noi/chao-long-phuong-linh
Trà Sữa ToCoToCo - 317 Trần Cung,CAFÉ/DESSERT -Chi nhánh,"Số 317 Trần Cung, P. Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/tra-sua-tocotoco-317-tran-cung
Tiệm Gà Ủ Muối - Gà Luộc & Gà Ủ Muối - Nguyễn Viết Xuân,"Yêu thích
QUÁN ĂN -Chi nhánh","21 Nguyễn Viết Xuân, P. Quang Trung, Hà Đông, Hà Nội",Flash Sale,4.5,500+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/tiem-ga-u-muoi-ga-luoc-ga-u-muoi-nguyen-viet-xuan
Trà Sữa Tocotoco - Cầu Giấy,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","320 Cầu Giấy, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,22.000 - 50.000,https://shopeefood.vn/ha-noi/tra-sua-tocotoco-262-cau-giay
Domino's Pizza - Xuân La,NHÀ HÀNG -Chi nhánh,"D22 107 Xuân La, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,50.000 - 500.000,https://shopeefood.vn/ha-noi/domino-s-pizza-xuan-la
Trà Sữa - Mỳ Cay & Đồ Ăn Vặt Huyền Linh - 47 Dương Quảng Hàm,CAFÉ/DESSERT,"47 Dương Quảng Hàm, P. Quan Hoa, Cầu Giấy, Hà Nội",Flash Sale,4.5,10+,Mở cửa,10:30 - 23:00,0 - 0,https://shopeefood.vn/ha-noi/tra-sua-my-cay-do-an-vat-huyen-linh-47-duong-quang-ham
Chị Cúc - Bún Trộn Nam Bộ - Phan Văn Trường,QUÁN ĂN -Chi nhánh,"108 Phan Văn Trường, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,45.000 - 100.000,https://shopeefood.vn/ha-noi/chi-cuc-bun-tron-nam-bo-phan-van-truong
Tiệm Mì Indo - Kim Giang,"Yêu thích
QUÁN ĂN -Chi nhánh","Số 71 Ngõ 64 Đường Kim Giang, P. Kim Giang, Thanh Xuân, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 02:00 | 09:00 - 23:59,25.000 - 30.000,https://shopeefood.vn/ha-noi/tiem-mi-indo-kim-giang
Bola - Bông Lan Trứng Muối Và Chè Đà Nẵng - Phan Bá Vành,QUÁN ĂN -Chi nhánh,"46 Ngõ 158 Phan Bá Vành, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,15.000 - 35.000,https://shopeefood.vn/ha-noi/bola-bong-lan-trung-muoi-va-che-da-nang-phan-ba-vanh
"MinCha - Gà Ủ Muối, Mì Trộn Indomie & Đồ Ăn Vặt","Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","Đến Số Nhà 18 Ngõ 408 Trần Cung Rẽ Trái 10 Mét Số nhà 2, P. Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 23:59,25.000 - 60.000,https://shopeefood.vn/ha-noi/mincha-ga-u-muoi-mi-tron-indomie-do-an-vat
"Hủ Tiếu Thái Lan, Trà Sữa Thái, Ăn Vặt - Pi Thai - 136 Vũ Phạm Hàm",QUÁN ĂN -Chi nhánh,"136 Vũ Phạm Hàm, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/hu-tieu-thai-lan-tra-sua-thai-an-vat-pi-thai-136-vu-pham-ham
Gà Tần & Mì Gà Tần - Tô Hiệu,"Yêu thích
QUÁN ĂN -Chi nhánh","109C9B Ngõ 26 Tô Hiệu, P. Nghĩa Tân, Cầu Giấy, Hà Nội",Flash Sale,4.5,50+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ga-tan-mi-ga-tan-to-hieu
Sói Biển - Thực phẩm sạch - Số 8 Vũ Thạnh,SHOP/CỬA HÀNG -Chi nhánh,"8 Vũ Thạnh, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm món,4.5,9,Đóng cửa,,5.500 - 300.000,https://shopeefood.vn/ha-noi/soi-bien-thuc-pham-sach-so-8-vu-thanh
Bảo Ngọc Food - Mì Trộn Indomie & Đồ Ăn Vặt - Phố Lụa,QUÁN ĂN -Chi nhánh,"Số 57, Ngõ 22, Phố Lụa, P. Vạn Phúc, Hà Đông, Hà Nội",Flash Sale,4.5,100+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bao-ngoc-food-mi-tron-indomie-do-an-vat-pho-lua
The Coffee House - Lò Đúc,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","166 Lò Đúc, P. Đống Mác, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 60.000,https://shopeefood.vn/ha-noi/the-coffee-house-lo-duc
"688 Food - Mỳ cay, Mỳ trộn & Mỳ tương đen - Mỹ Đình","Yêu thích
QUÁN ĂN -Chi nhánh","43 Ng. 20 Đ. Mỹ Đình, P. Mỹ Đình, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,50+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/688-food-my-cay-my-tron-my-tuong-den-my-dinh
Nước Ép Trái Cây - Chin’s Fruit Tô Hiệu,"Yêu thích
CAFÉ/DESSERT","108 C9B Ngõ 26 Tô Hiệu, P. Nghĩa Tân, Cầu Giấy, Hà Nội",Flash Sale,4.5,50+,Mở cửa,00:00 - 02:00 | 09:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/nuoc-ep-trai-cay-chin-s-fruit-to-hieu
Fam's Chicken - The Manor,QUÁN ĂN -Chi nhánh,"Tầng 1, Tầng 1, B004 The Manor, Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 150.000,https://shopeefood.vn/ha-noi/fam-s-chicken-the-manor
Quỳnh Anh - Gỏi Cuốn Và Ăn Vặt,SHOP ONLINE -Chi nhánh,"16 Ngõ 3 Nhân Hòa, P. Nhân Chính, Thanh Xuân, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 06:00 | 10:00 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/quynh-anh-goi-cuon-va-an-vat
Trà Sữa Sharetea Nhà Thờ - Phố Nguyễn Thị Định,CAFÉ/DESSERT -Chi nhánh,"27B Phố Nguyễn Thị Định, P. Trung Hoà, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,40.000 - 80.000,https://shopeefood.vn/ha-noi/tra-sua-sharetea-nha-tho-pho-nguyen-thi-dinh
Tocotoco - Goldsilk Complex,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","L1-01 Lk Goldsilk Complex, Số 430, P. Cầu Am, Hà Đông, Hà Nội",Flash Sale,4.5,999+,Mở cửa,07:30 - 23:00,30.000 - 40.000,https://shopeefood.vn/ha-noi/tocotoco-goldsilk-complex
Happy Lunch - Đường Láng,QUÁN ĂN -Chi nhánh,"22/2 Ngõ 850 Đường Láng, P. Láng Thượng, Đống Đa, Hà Nội",Giảm hết 5%,4.5,999+,Đóng cửa,,50.000 - 60.000,https://shopeefood.vn/ha-noi/happy-lunch-duong-lang
Mì Gà Tần & Chân Gà Lắc - Quán Ăn Đêm Sen - Ngõ Chợ Khâm Thiên,ĂN VẶT/VỈA HÈ -Chi nhánh,"40 Ngõ 143, Ngõ Chợ Khâm Thiên, P. Trung Phụng, Đống Đa, Hà Nội",Flash Sale,4.5,100+,Mở cửa,00:00 - 01:40 | 18:15 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/mi-ga-tan-chan-ga-lac-quan-an-dem-sen-ngo-cho-kham-thien
Boost Juice - Smoothies & Nước Ép Trái Cây - Lotte Mall Tây Hồ,CAFÉ/DESSERT -Chi nhánh,"272 Võ Chí Công, Tây Hồ, Tây Hồ, Hà Nội",Giảm món,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/boost-juice-smoothies-nuoc-ep-trai-cay-lotte-mall-tay-ho
Mập Quán - Đồ Ăn Vặt & Mỳ Xào - Nguyên Hồng,QUÁN ĂN -Chi nhánh,"Số 6 Ngõ 2A Nguyên Hồng, P. Thành Công, Ba Đình, Hà Nội",Flash Sale,4.5,999+,Mở cửa,00:00 - 03:00 | 11:00 - 23:59,10.000 - 100.000,https://shopeefood.vn/ha-noi/map-quan-do-an-vat-my-xao-nguyen-hong
Quán Quen - Mỳ Chua Cay - 167 Tây Sơn,"Yêu thích
QUÁN ĂN","P113 - Ký Túc Xá 5A Ngõ 167 Tây Sơn (Cuối Ngõ Rẻ Phải 5m), P. Quang Trung, Đống Đa, Hà Nội",Flash Sale,4.5,999+,Đóng cửa,,40.000 - 40.000,https://shopeefood.vn/ha-noi/quan-quen-my-chua-cay-167-tay-son
"Chè Mộc Phố - Chè Ngon, Kem Xôi & Tàu Hũ - Tây Mỗ","Yêu thích
QUÁN ĂN -Chi nhánh","53 Ngõ 72 Tây Mỗ, P. Tây Mỗ, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/che-moc-pho-che-ngon-kem-xoi-tau-hu-tay-mo
Tiến Thành - Mỳ Trộn Indomie - 18 Tương Mai,QUÁN ĂN -Chi nhánh,"18 Tương Mai, Hoàng Mai, Hà Nội",Flash Sale,4.5,100+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/tien-thanh-my-tron-indomie-18-tuong-mai
Nem Nướng Nha Trang Minh Đức - Nghĩa Tân,QUÁN ĂN -Chi nhánh,"101C A12 Nghĩa Tân, P. Nghĩa Tân, Cầu Giấy, Hà Nội",Flash Sale,4.5,999+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-minh-duc-nghia-tan
Trà Sữa Tocotoco - 271 Nguyễn Khang,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","271 Nguyễn Khang, P. Yên Hòa, Cầu Giấy, Hà Nội",Flash Sale,4.5,999+,Đóng cửa,,35.000 - 70.000,https://shopeefood.vn/ha-noi/tra-sua-tocotoco-271-nguyen-khang
